이름,병원종류,영업시간,전화번호
리더스치과의원,치과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
12:30 - 14:00 휴게시간
목
09:30 - 18:30
12:30 - 14:00 휴게시간",0507-1371-7528
장편한내과의원,내과,"금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 18:00",051-242-1088
김도현이비인후과의원,이비인후과,"금
09:00 - 19:00
12:30 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 19:00
12:30 - 14:00 휴게시간
목
09:00 - 19:00
12:30 - 14:00 휴게시간",051-255-8275
추교용이비인후과의원,이비인후과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 14:00 휴게시간
목
09:00 - 18:30
12:30 - 14:00 휴게시간",051-256-3252
바른성모안과의원,안과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
18:25 접수마감
토
09:00 - 13:30
13:25 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
18:25 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 14:00 휴게시간
18:25 접수마감
목
09:00 - 18:30
12:30 - 14:00 휴게시간
18:25 접수마감",0507-1427-0075
맑은피부과의원,피부과,"금
09:10 - 20:00
12:30 - 13:50 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:10 - 18:30
12:30 - 13:50 휴게시간
화(6/6)
현충일 휴무
수
13:50 - 18:30
목
09:10 - 18:30
12:30 - 13:50 휴게시간",0507-1421-7700
고신대학교복음병원,종합병원,,051-990-6114
이창웅치과의원,치과,"금
09:30 - 13:00
12:30 접수마감
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
09:30 - 21:00
12:30 - 14:00 휴게시간
20:30 접수마감
목
09:30 - 18:30
12:30 - 14:00 휴게시간
18:00 접수마감",051-622-2878
지종현소아과의원,소아청소년과,"금
09:00 - 19:00
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
09:00 - 13:00
월
09:00 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 19:00
12:30 - 14:00 휴게시간
목
09:00 - 19:00
12:30 - 14:00 휴게시간
접기",051-231-5008
우리동네이비인후과의원,이비인후과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 14:00 휴게시간
목
14:00 - 18:30",051-255-9119
새부산산부인과의원,산부인과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 12:30
목
09:00 - 18:00
12:30 - 14:00 휴게시간",0507-1343-0686
한양마디시원정형외과의원,정형외과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
토
09:00 - 13:00
12:45 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감",051-257-9991
리더스치과의원,치과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
12:30 - 14:00 휴게시간
목
09:30 - 18:30
12:30 - 14:00 휴게시간",0507-1371-7528
세광의원,내과,"금
08:30 - 18:30
13:00 - 14:00 휴게시간
토
08:30 - 15:30
일
08:30 - 13:00
월
08:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일08:30 - 15:30
수
08:30 - 18:30
13:00 - 14:00 휴게시간
목
08:30 - 18:30
13:00 - 14:00 휴게시간
접기",0507-1303-6987
전윤숙 소아청소년과의원,소아청소년과,"금
09:00 - 19:00
토
09:00 - 14:00
일
정보없음
월
09:00 - 19:00
화
09:00 - 19:00
수
09:00 - 19:00
목
09:00 - 19:00
접기",051-522-8886
대신바른본의원,정형외과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
목
09:00 - 20:00
13:00 - 14:00 휴게시간",0507-1383-0134
뷰티플란트치과의원,치과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
12:00, 17:30 접수마감
토
09:30 - 13:00
12:00 접수마감
일
정기휴무 (매주 일요일)
월(6/5)
09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 20:30
13:00 - 14:00 휴게시간
12:00, 19:30 접수마감
목
09:30 - 18:30
13:00 - 14:00 휴게시간
12:00, 17:30 접수마감",051-245-7928
은행나무내과의원,내과,"금
09:00 - 17:00
12:30 - 14:00 휴게시간
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:00
12:30 - 14:00 휴게시간
목
09:00 - 12:00",051-257-0803
눈초롱안과의원,안과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 13:00
일
정보없음
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간",051-243-3348
정내과.영상의학과의원,내과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정보없음
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화
09:00 - 18:00
12:30 - 14:00 휴게시간
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 12:30
접기",051-256-6282
오세민안과의원,안과,"금
09:30 - 16:30
12:30 - 14:30 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 16:30
12:30 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 16:30
12:30 - 14:30 휴게시간
목
09:30 - 16:30
12:30 - 14:30 휴게시간",051-256-9804
홍이비인후과의원,이비인후과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",070-7770-2651
신안과의원,안과,"금
09:30 - 18:00
12:30 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
12:30 - 14:00 휴게시간
목
09:30 - 18:00
12:30 - 14:00 휴게시간",051-243-8575
강진경내과의원,내과,"금
08:40 - 11:50
토
정기휴무 (매주 토요일)
일
09:00 - 17:30
월
09:00 - 17:30
12:00 - 13:30 휴게시간
화(6/6)
현충일09:00 - 11:30
수
09:00 - 17:30
12:00 - 13:30 휴게시간
목
09:00 - 17:30
12:00 - 13:30 휴게시간
접기",051-242-2757
대한최강정형외과의원,정형외과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
목
09:00 - 18:30
13:00 - 14:00 휴게시간",0507-1327-0158
김정근내과의원,내과,"매일
08:30 - 18:00
접기",051-243-5100
장덕한방병원 부산,한방병원,"금
09:00 - 19:00
13:00 - 14:00 휴게시간
토
09:00 - 17:00
13:00 - 14:00 휴게시간
일
09:00 - 17:00
13:00 - 14:00 휴게시간
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 17:00
13:00 - 14:00 휴게시간
수
09:00 - 21:00
13:00 - 14:00 휴게시간
목
09:00 - 19:00
13:00 - 14:00 휴게시간
접기",051-231-0052
금강치과의원,치과,,051-241-6316
삼육부산병원 응급실,응급실,"매일
00:00 - 24:00
접기",051-600-7575
송도메디칼의원,"병원,의원","금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
08:30 - 13:00
일
정보없음
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화
09:00 - 18:00
13:00 - 14:00 휴게시간
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간
접기",051-257-8234
대신스마일치과의원,치과,"금
09:30 - 19:00
12:30 - 14:00 휴게시간
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 19:00
12:30 - 14:00 휴게시간
목
14:00 - 21:00",051-257-2872
남포속바른내과의원,내과,"금
08:30 - 18:00
13:00 - 14:00 휴게시간
토
08:30 - 14:00
일
정기휴무 (매주 일요일)
월
08:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 18:00
13:00 - 14:00 휴게시간
목
08:30 - 18:00
13:00 - 14:00 휴게시간",0507-1416-0100
박종을치과의원,치과,,051-254-2828
이외중이비인후과의원,이비인후과,"금
09:00 - 18:00
토
09:00 - 13:00
일
정보없음
월
09:00 - 18:00
화
09:00 - 18:00
수
09:00 - 18:00
목
09:00 - 18:00
접기",051-242-1199
동아대학교 대신병원,요양병원,"금
08:30 - 17:30
12:30 - 13:30 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
08:30 - 17:30
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 17:30
12:30 - 13:30 휴게시간
목
08:30 - 17:30
12:30 - 13:30 휴게시간",051-960-0100
강철중정신건강의학과의원,정신건강의학과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
정기휴무 (매주 수요일)
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",0507-1337-0275
대신성모정형외과의원,정형외과,"금
09:00 - 19:00
12:30 - 13:30 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 19:00
12:30 - 13:30 휴게시간
목
09:00 - 19:00
12:30 - 13:30 휴게시간",051-241-5567
부산대학교병원권역외상센터,병원부속시설,"금
08:30 - 17:30
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
08:30 - 17:30
화(6/6)
현충일 휴무
수
08:30 - 17:30
목
08:30 - 17:30",051-240-7000
이의용밝은길요양병원,요양병원,,051-244-2446
서부산의원,성형외과,,051-242-5000
엘 앤더슨 병원,가정의학과,"금
08:30 - 17:00
12:00 - 13:00 휴게시간
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
08:30 - 17:00
12:00 - 13:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 17:00
12:00 - 13:00 휴게시간
목
08:30 - 17:00
12:00 - 13:00 휴게시간",051-291-0707
최석렬내과의원,내과,,051-241-1088
플러스치과의원,치과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
12:30 - 14:00 휴게시간
목
09:30 - 20:00
12:30 - 14:00 휴게시간",0507-1317-2804
김정유이비인후과의원,이비인후과,"금
09:30 - 18:00
12:30 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
12:30 - 14:00 휴게시간
목
09:30 - 18:00
12:30 - 14:00 휴게시간",051-256-9200
송도요양병원,요양병원,"금
09:00 - 17:00
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:00 - 17:00
화(6/6)
현충일 휴무
수
09:00 - 17:00
목
09:00 - 17:00",051-244-3315
송도의원,내과,"금
09:00 - 18:00
12:20 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 12:00
11:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:20 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:20 - 14:00 휴게시간
17:30 접수마감
목
09:00 - 18:00
12:20 - 14:00 휴게시간
17:30 접수마감",0507-1407-3427
프랜드성창수치과의원,치과,"금
09:30 - 18:30
13:00 - 14:30 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월(6/5)
휴무
화
09:30 - 18:30
13:00 - 14:30 휴게시간
수
09:30 - 18:30
13:00 - 14:30 휴게시간
목
14:00 - 18:30",051-247-7123
남부민의원,"병원,의원","금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 17:00
일
09:00 - 13:00
월
09:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 17:00
수
09:00 - 20:00
13:00 - 14:00 휴게시간
목
09:00 - 20:00
13:00 - 14:00 휴게시간
접기",051-256-3375
주남혁소아청소년과의원,소아청소년과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-248-7575
한양마디시원정형외과의원,정형외과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
토
09:00 - 13:00
12:45 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:45 접수마감",051-257-9991
성비뇨기과의원,비뇨의학과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:00 휴게시간
목
09:30 - 18:30
13:00 - 14:00 휴게시간",051-245-7272
강순일치과의원,치과,"금
09:30 - 18:00
13:00 - 14:30 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:30 휴게시간
목
09:30 - 18:00
13:00 - 14:30 휴게시간",051-244-7400
대세한의원,한의원,"금
08:00 - 18:00
12:00 - 13:30 휴게시간
토
08:00 - 13:00
일
정기휴무 (매주 일요일)
월
08:00 - 18:00
12:00 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
08:00 - 18:00
12:00 - 13:30 휴게시간
목
08:00 - 18:00
12:00 - 13:30 휴게시간",051-242-3332
다사랑의원,내과,"금
09:00 - 18:30
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일 휴무
수
09:00 - 18:30
목
09:00 - 18:30",051-245-7856
샘치과의원,치과,"금
09:30 - 18:30
토
09:30 - 12:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
화(6/6)
현충일 휴무
수
09:30 - 12:30
목
09:30 - 18:30",051-242-2278
참조은의원,가정의학과,"금
08:30 - 18:00
12:40 - 14:00 휴게시간
토
08:30 - 13:00
일
정기휴무 (매주 일요일)
월
08:30 - 18:00
12:40 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 13:00
목
08:30 - 18:00
12:40 - 14:00 휴게시간",051-241-3476
푸른정의원,"병원,의원","금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 16:00
일
09:00 - 13:00
월
09:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 20:00
13:00 - 14:00 휴게시간
목
09:00 - 20:00
13:00 - 14:00 휴게시간
접기",051-417-2111
기정의원,"병원,의원","금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
목
09:00 - 18:30
13:00 - 14:00 휴게시간",051-254-8335
장우성정신건강의학과의원,정신건강의학과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
목
09:00 - 13:00
12:30 접수마감",051-241-0588
보스톤치과의원,치과,"금
09:30 - 16:30
12:30 - 14:00 휴게시간
토
09:30 - 12:00
일
정보없음
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화
09:30 - 18:00
12:30 - 14:00 휴게시간
수
09:30 - 18:00
12:30 - 14:00 휴게시간
목
09:30 - 19:30
12:30 - 14:00 휴게시간
접기",051-242-2879
서영준신경외과의원,신경외과,"금
09:00 - 17:30
12:30 - 14:00 휴게시간
토
09:00 - 13:30
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
14:00 - 18:30
목
09:00 - 17:30
12:30 - 14:00 휴게시간",051-715-8755
홍관표내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-254-5577
하현석치과의원,치과,"금
09:30 - 18:20
12:30 - 14:00 휴게시간
17:50 접수마감
토
09:30 - 12:30
12:00 접수마감
일
정기휴무 (매주 일요일)
월(6/5)
휴무
화(6/6)
현충일 휴무
수
09:30 - 18:20
12:30 - 14:00 휴게시간
17:50 접수마감
목
14:00 - 18:20
17:50 접수마감",051-244-2800
부산대학교병원피부과,피부과,,051-240-7337
고려의원,"병원,의원","금
09:00 - 18:00
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일09:00 - 12:30
수
09:00 - 18:00
목
09:00 - 18:00
접기",051-244-9464
선일치과의원,치과,"금
09:30 - 12:00
토
09:30 - 12:00
일
정기휴무 (매주 일요일)
월
09:30 - 17:00
12:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 17:00
12:00 - 14:00 휴게시간
목
09:30 - 17:00
12:00 - 14:00 휴게시간",051-231-1302
서울리안치과의원,치과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
토
정기휴무 (매주 토요일)
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:00 휴게시간
18:00 접수마감
목
09:30 - 20:30
13:00 - 14:00 휴게시간
20:00 접수마감",051-791-2880
알로이시오의원,"병원,의원","금
08:30 - 17:30
12:00 - 13:00 휴게시간
17:15 접수마감
토
08:30 - 15:30
12:00 - 13:00 휴게시간
15:15 접수마감
일
정기휴무 (매주 일요일)
월
정기휴무 (매주 월요일)
화(6/6)
현충일 휴무
수
08:30 - 17:30
12:00 - 13:00 휴게시간
17:15 접수마감
목
08:30 - 17:30
12:00 - 13:00 휴게시간
17:15 접수마감",051-256-3045
내일N성형외과의원,성형외과,"금
09:30 - 18:30
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
화(6/6)
현충일 휴무
수
09:30 - 18:30
목
09:30 - 18:30",051-231-8088
충무새힘한의원,한의원,"금
08:30 - 19:00
12:20 - 14:00 휴게시간
18:00 접수마감
토
08:30 - 13:00
12:00 접수마감
일
08:30 - 13:00
12:00 접수마감
월
08:30 - 19:00
12:20 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
08:30 - 19:00
12:20 - 14:00 휴게시간
18:00 접수마감
목
08:30 - 19:00
12:20 - 14:00 휴게시간
18:00 접수마감",051-247-5245
제일내과가정의학과의원,내과,"금
09:00 - 18:00
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
17:30 접수마감
목
09:00 - 18:00
17:30 접수마감",051-253-7774
삼성메디칼의원,"병원,의원","금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00
목
09:00 - 18:00",051-231-0277
구광한의원,한의원,"금
09:00 - 18:30
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일09:00 - 14:00
수
09:00 - 18:30
목
09:00 - 18:30",051-255-8030
스타치과의원,치과,"금
09:30 - 18:30
13:00 - 14:30 휴게시간
토
09:30 - 13:30
일
정기휴무 (매주 일요일)
월
09:30 - 20:00
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 20:00
13:00 - 14:30 휴게시간
목
09:30 - 18:30
13:00 - 14:30 휴게시간",0507-1378-1007
부산대학교병원암센터별관,병원부속시설,,No phone number available
에이스치과의원,치과,"금
09:30 - 18:30
12:30 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 20:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
정기휴무 (매주 수요일)
목
09:30 - 20:00
12:30 - 14:00 휴게시간",051-255-1555
정원정형외과의원,정형외과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
토
09:00 - 13:00
12:30 접수마감
일
22:30 - 23:00
22:30 접수마감
월
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
목
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감",051-248-0119
고신대학교복음병원 응급의료센터,응급실,"매일
00:00 - 24:00
접기",051-990-6119
하나부부한의원,한의원,"금
09:00 - 18:50
13:00 - 14:00 휴게시간
18:10 접수마감
토
09:00 - 14:40
14:00 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 19:40
13:00 - 14:00 휴게시간
19:00 접수마감
화(6/6)
현충일09:00 - 14:00
수
09:00 - 19:40
13:00 - 14:00 휴게시간
19:00 접수마감
목
09:00 - 18:50
13:00 - 14:00 휴게시간
18:10 접수마감",051-231-1011
