이름,병원종류,영업시간,전화번호
고운하늘의원,가정의학과,"목
09:00 - 18:00
13:00 - 14:00 휴게시간
금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 13:00",051-891-1135
이수언치과의원,치과,"목
09:30 - 19:00
12:30 - 14:00 휴게시간
금
09:30 - 19:00
12:30 - 14:00 휴게시간
토
09:30 - 13:30
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 19:00
12:30 - 14:00 휴게시간",051-894-6313
김동성비뇨의학과의원,비뇨의학과,"목
09:00 - 18:20
13:00 - 14:00 휴게시간
금
09:00 - 18:20
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:20
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:20
13:00 - 14:00 휴게시간",051-894-2508
한송의원,"병원,의원","목
09:30 - 18:00
13:00 - 14:00 휴게시간
금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:00 휴게시간",051-317-7577
김용준내과의원,내과,"목
09:00 - 18:00
금
09:00 - 18:00
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일 휴무
수
09:00 - 18:00",051-894-6891
엄용섭신경정신과의원,정신건강의학과,"목
09:30 - 17:40
12:30 - 14:00 휴게시간
금
09:30 - 17:40
12:30 - 14:00 휴게시간
토
09:30 - 12:20
일
정기휴무 (매주 일요일)
월
09:30 - 17:40
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 17:40
12:30 - 14:00 휴게시간",051-894-2425
훈훈한의원,한의원,"목
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
금
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
토
09:00 - 13:30
13:00 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
화(6/6)
현충일09:00 - 13:30
수
09:00 - 18:30
13:00 - 14:00 휴게시간
12:30, 18:00 접수마감
접기",051-898-1205
온누리마취통증의학과의원,마취통증의학과,"목
09:00 - 13:00
금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 20:00
13:00 - 14:00 휴게시간",051-892-7500
연세치과의원,치과,"목
10:00 - 18:30
13:00 - 14:00 휴게시간
금
10:00 - 18:30
13:00 - 14:00 휴게시간
토
10:00 - 14:00
일
정기휴무 (매주 일요일)
월
10:00 - 18:30
13:00 - 14:00 휴게시간
화
10:00 - 18:30
13:00 - 14:00 휴게시간
수
정기휴무 (매주 수요일)",051-892-9587
고학준소아청소년과의원,소아청소년과,"목
09:30 - 13:00
금
09:30 - 18:00
12:30 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
12:30 - 14:00 휴게시간",051-896-5009
가야동의한의원,한의원,"목
09:30 - 19:00
금
09:30 - 19:00
토
09:30 - 16:00
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
화(6/6)
현충일 휴무
수
09:30 - 19:00",051-894-1235
신라요양병원,요양병원,"목
09:00 - 18:00
금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00",051-895-0101
뉴아트치과의원,치과,,0507-1357-7502
노창기마취통증의학과의원,마취통증의학과,"목
09:00 - 18:00
금
09:00 - 18:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 18:00",051-894-7420
밝은미소치과의원,치과,"목
14:00 - 20:30
금
09:30 - 18:00
12:30 - 14:00 휴게시간
토
09:30 - 12:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
12:30 - 14:00 휴게시간",0507-1333-2823
건치과의원,치과,"목
14:30 - 21:00
17:30 - 18:30 휴게시간
금
09:30 - 18:30
13:00 - 14:30 휴게시간
토
09:30 - 13:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:30 휴게시간",0507-1319-0428
유진치과의원,치과,"목
정기휴무 (매주 목요일)
금
09:30 - 18:30
13:00 - 14:30 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:30 휴게시간",051-892-2879
행복한치과의원,치과,,051-897-2275
미시간치과의원,치과,"목
정기휴무 (매주 목요일)
금
10:00 - 18:00
13:00 - 14:00 휴게시간
토
10:00 - 13:00
일
정기휴무 (매주 일요일)
월
10:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
10:00 - 18:00
13:00 - 14:00 휴게시간",051-897-2283
고산부인과,산부인과,,051-891-5003
만제한의원,한의원,"목
10:00 - 18:30
13:00 - 14:00 휴게시간
금
10:00 - 18:30
13:00 - 14:00 휴게시간
토
10:00 - 14:00
일
정기휴무 (매주 일요일)
월
10:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일10:00 - 12:30
수
10:00 - 18:30
13:00 - 14:00 휴게시간
접기",051-896-6249
김인영치과의원,치과,"목
14:00 - 18:30
금
09:30 - 18:30
13:00 - 14:00 휴게시간
토
09:30 - 13:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:00 휴게시간",051-894-3991
정동일한의원,한의원,"목
09:00 - 18:00
12:30 - 14:00 휴게시간
금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간",051-897-7222
변소아청소년과의원,"병원,의원",,051-891-0187
늘사랑치과의원,치과,"목
09:30 - 19:00
12:30 - 14:00 휴게시간
금
09:30 - 19:00
12:30 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 19:00
12:30 - 14:00 휴게시간",051-893-7528
항도다사랑한의원,한의원,,051-898-3600
