이름,병원종류,영업시간,전화번호
더퍼스트피부과의원 부산본점,피부과,"금
10:00 - 20:00
13:00 - 14:30 휴게시간
19:30 접수마감
토
09:30 - 14:30
14:00 접수마감
일
정기휴무 (매주 일요일)
월
10:00 - 20:00
13:00 - 14:30 휴게시간
19:30 접수마감
화(6/6)
현충일 휴무
수
10:00 - 20:00
13:00 - 14:30 휴게시간
19:30 접수마감
목
10:00 - 19:00
13:00 - 14:30 휴게시간
18:30 접수마감",051-929-2999
시온한의원,한의원,"금
09:30 - 20:00
19:30 접수마감
토
09:00 - 14:00
13:30 접수마감
일
정기휴무 (매주 일요일)
월
09:30 - 20:00
19:30 접수마감
화(6/6)
현충일 휴무
수
09:30 - 20:00
19:30 접수마감
목
09:30 - 20:00
19:30 접수마감",051-363-4512
분도소아청소년과의원,소아청소년과,"금
09:00 - 19:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 19:00
13:00 - 14:00 휴게시간
목
정기휴무 (매주 목요일)
접기",051-334-3103
부민병원,종합병원,"금
09:00 - 17:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
화(6/6)
현충일 휴무
수
09:00 - 17:00
목
09:00 - 17:00",051-330-3000
센트럴병원,"병원,의원","금
09:00 - 17:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:00
13:00 - 14:00 휴게시간
목
09:00 - 17:00
13:00 - 14:00 휴게시간",0507-1460-8276
서울정형외과의원,정형외과,"금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 20:00
13:00 - 14:00 휴게시간
목
09:00 - 20:00
13:00 - 14:00 휴게시간",051-361-6400
박진복이비인후과의원,이비인후과,"금
09:30 - 18:30
토
09:30 - 14:00
일
정보없음
월
09:30 - 18:30
화
09:30 - 18:30
수
13:30 - 19:30
목
09:30 - 18:30
접기",051-864-8192
화명성모안과의원,안과,"금
09:10 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
토
09:10 - 15:00
14:30 접수마감
일
정기휴무 (매주 일요일)
월
09:10 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
화(6/6)
현충일 휴무
수
09:10 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
목
09:10 - 13:00
12:30 접수마감",051-365-0775
쉬즈라인의원 덕천점,성형외과,"금
10:00 - 20:30
13:00 - 14:00 휴게시간
토
10:00 - 16:00
13:00 - 14:00 휴게시간
일
정기휴무 (매주 일요일)
월
10:00 - 20:30
13:00 - 14:00 휴게시간
화(6/6)
현충일10:00 - 16:00
수
10:00 - 20:30
13:00 - 14:00 휴게시간
목
10:00 - 20:30
13:00 - 14:00 휴게시간
접기",051-331-8877
온맘여성한의원 부산덕천,한의원,"금
10:00 - 20:30
13:00 - 14:00 휴게시간
토
10:00 - 16:00
일
정기휴무 (매주 일요일)
월
10:00 - 20:30
13:00 - 14:00 휴게시간
화
10:00 - 18:30
13:00 - 14:00 휴게시간
수
10:00 - 20:30
13:00 - 14:00 휴게시간
목
정기휴무 (매주 목요일)",0507-1394-0333
재생한의원,한의원,"금
09:00 - 19:00
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 14:00
수
09:00 - 19:00
13:00 - 14:00 휴게시간
목
14:00 - 21:00
접기",051-342-1240
연세바른마취통증의학과의원,마취통증의학과,"금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화
09:00 - 20:00
13:00 - 14:00 휴게시간
수
09:00 - 19:00
13:00 - 14:00 휴게시간
목
09:00 - 19:00
13:00 - 14:00 휴게시간
접기",051-711-2100
장윤석이비인후과의원,이비인후과,"금
09:00 - 19:00
12:30 - 14:00 휴게시간
토
09:00 - 14:00
12:30 - 14:00 휴게시간
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
12:30 - 14:00 휴게시간
수
14:00 - 20:00
12:30 - 14:00 휴게시간
목
09:00 - 19:00
12:30 - 14:00 휴게시간",051-341-9525
미즈웰산부인과,산부인과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
09:00 - 13:00
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화
09:00 - 18:00
13:00 - 14:00 휴게시간
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-365-3575
김윤원정신건강의학과의원,정신건강의학과,"금
09:30 - 18:30
13:00 - 14:00 휴게시간
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:30
13:00 - 14:00 휴게시간
목
14:00 - 18:30",051-361-8875
우리이비인후과의원,이비인후과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
목
09:00 - 18:30
13:00 - 14:00 휴게시간",051-342-5119
참좋은정형외과의원,정형외과,"금
08:30 - 19:00
토
08:30 - 14:00
일
정기휴무 (매주 일요일)
월
08:30 - 19:00
화(6/6)
현충일08:30 - 14:00
수
08:30 - 19:00
목
08:30 - 19:00
접기",0507-1407-7717
양내과의원,내과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화
09:00 - 18:30
13:00 - 14:00 휴게시간
수
09:00 - 13:00
목
09:00 - 18:30
13:00 - 14:00 휴게시간",051-715-7510
덕천김안과의원,안과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 12:30
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:30 - 11:30
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간
접기",051-334-3632
한사랑내과병원,내과,"금
08:30 - 20:00
12:30 - 13:30 휴게시간
토
08:30 - 16:00
12:30 - 13:00 휴게시간
일
정보없음
월
08:30 - 20:00
12:30 - 13:30 휴게시간
화
08:30 - 20:00
12:30 - 13:30 휴게시간
수
08:30 - 20:00
12:30 - 13:30 휴게시간
목
08:30 - 20:00
12:30 - 13:30 휴게시간",051-334-1001
서울아동의원,소아청소년과,"금
09:00 - 18:30
12:30 - 14:00 휴게시간
12:00, 18:00 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 14:00 휴게시간
12:00, 18:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 12:30
12:00 접수마감
목
09:00 - 18:30
12:30 - 14:00 휴게시간
12:00, 18:00 접수마감",051-364-1275
사과나무치과병원,치과,"금
10:00 - 21:00
12:30 - 14:00 휴게시간
20:00 접수마감
토
10:00 - 14:00
13:00 접수마감
일
정기휴무 (매주 일요일)
월
10:00 - 21:00
12:30 - 14:00 휴게시간
20:00 접수마감
화(6/6)
현충일 휴무
수
10:00 - 21:00
12:30 - 14:00 휴게시간
20:00 접수마감
목
10:00 - 21:00
12:30 - 14:00 휴게시간
20:00 접수마감",051-362-2804
튼튼채내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
09:00 - 13:00
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-361-8275
화명이비인후과의원,이비인후과,"금
09:00 - 18:00
12:50 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:50 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:50 - 14:00 휴게시간
목
09:00 - 18:00
12:50 - 14:00 휴게시간",051-343-1474
메이퓨어의원 부산덕천점,피부과,"금
10:30 - 20:30
토
10:00 - 17:00
일
정기휴무 (매주 일요일)
월
10:30 - 20:30
화(6/6)
현충일 휴무
수
10:30 - 20:30
목
10:30 - 20:30",051-337-9960
남은소아청소년과의원,소아청소년과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:30 접수마감",051-342-1652
수정안과의원,안과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 16:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:00 - 13:00
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-331-7575
황금약손한의원 화명,한의원,"금
09:30 - 20:00
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 20:00
화(6/6)
현충일09:30 - 14:00
수
09:30 - 20:00
목
09:30 - 20:00",0507-1384-0175
화명튼튼정형외과의원,정형외과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
토
09:00 - 13:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 13:30
목
09:00 - 18:30
13:00 - 14:00 휴게시간",051-714-7337
이레내과의원,내과,"금
09:00 - 18:30
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
화(6/6)
현충일 휴무
수
09:00 - 18:30
목
09:00 - 18:30",051-333-2555
베스티안부산병원,"병원,의원","금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",0507-1425-7578
덕천필피부과의원,피부과,"금
09:30 - 17:30
12:50 - 14:00 휴게시간
토
09:30 - 12:30
일
정기휴무 (매주 일요일)
월
09:30 - 17:30
12:50 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 17:30
12:50 - 14:00 휴게시간
목
14:00 - 17:30",0507-1412-1236
참조은내과의원,내과,"금
09:00 - 18:15
12:30 - 14:00 휴게시간
18:00 접수마감
토
09:00 - 14:00
13:45 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:15
12:30 - 14:00 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 12:30
12:15 접수마감
목
09:00 - 18:15
12:30 - 14:00 휴게시간
18:00 접수마감",051-714-7119
다미안피부과의원,피부과,"금
09:00 - 18:50
12:30 - 14:00 휴게시간
토
09:00 - 13:20
일
정기휴무 (매주 일요일)
월
09:00 - 19:20
12:30 - 14:00 휴게시간
화(6/6)
현충일09:00 - 14:00
수
09:00 - 18:50
12:30 - 14:00 휴게시간
목
09:00 - 18:50
12:30 - 14:00 휴게시간",0507-1447-7589
맥켄지일신기독병원,"병원,의원","금
09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감
토
09:00 - 12:30
12:00 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감
목
09:00 - 17:30
12:30 - 14:00 휴게시간
17:00 접수마감",051-363-2331
카이저이비인후과의원,이비인후과,"금
09:00 - 18:30
13:00 - 14:00 휴게시간
18:10 접수마감
토
09:00 - 14:00
13:40 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
13:00 - 14:00 휴게시간
18:10 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:30
13:00 - 14:00 휴게시간
18:10 접수마감
목
09:00 - 18:30
13:00 - 14:00 휴게시간
18:10 접수마감",051-361-9119
만덕속시원내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",0507-1345-3553
덕천성모안과의원,안과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 15:30
13:00 - 14:00 휴게시간
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일09:30 - 12:00
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간
접기",051-341-7300
미드림피부과의원,피부과,"금
09:30 - 18:00
13:00 - 14:30 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:30 휴게시간
목
14:30 - 18:00",051-365-0550
참사랑이비인후과의원,이비인후과,"금
09:00 - 18:30
12:40 - 14:00 휴게시간
토
09:00 - 13:30
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:40 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:40 - 14:00 휴게시간
목
09:00 - 18:30
12:40 - 14:00 휴게시간",051-365-1191
전소은 소아청소년과의원,"병원,의원","금
09:00 - 17:30
12:30 - 14:00 휴게시간
토
09:00 - 12:30
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:30
12:30 - 14:00 휴게시간
목
09:00 - 12:30",051-362-7829
조현대내과의원,내과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 13:00",051-363-7088
연세바른마취통증의학과의원,마취통증의학과,"금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
13:00 - 14:00 휴게시간
화
09:00 - 20:00
13:00 - 14:00 휴게시간
수
09:00 - 19:00
13:00 - 14:00 휴게시간
목
09:00 - 19:00
13:00 - 14:00 휴게시간
접기",051-711-2100
건강한길내과의원,내과,"금
08:00 - 18:00
13:00 - 14:00 휴게시간
토
08:00 - 14:00
일
정기휴무 (매주 일요일)
월
08:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
08:00 - 14:00
수
08:00 - 18:00
13:00 - 14:00 휴게시간
목
08:00 - 18:00
13:00 - 14:00 휴게시간",051-988-8000
스타소아청소년과의원,소아청소년과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감
토
09:00 - 13:00
12:50 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감
목
09:00 - 18:00
13:00 - 14:00 휴게시간
17:50 접수마감",051-715-5550
부민치과의원,치과,"금
09:00 - 17:30
12:15 - 13:30 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 17:30
12:15 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 17:30
12:15 - 13:30 휴게시간
목
13:30 - 17:30",051-335-2875
마리안여성의원,산부인과,"금
09:00 - 20:00
13:00 - 14:00 휴게시간
토
09:00 - 16:00
13:00 - 14:00 휴게시간
일
정기휴무 (매주 일요일)
월
09:00 - 20:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 20:00
13:00 - 14:00 휴게시간
목
09:00 - 20:00
13:00 - 14:00 휴게시간",051-332-0056
밝은미래안과의원,안과,"금
09:00 - 18:00
12:30 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
12:30 - 14:00 휴게시간
목
09:00 - 18:00
12:30 - 14:00 휴게시간",051-331-0070
시목정형외과의원,정형외과,"금
08:30 - 19:00
토
08:30 - 14:00
일
정기휴무 (매주 일요일)
월
08:30 - 19:00
화(6/6)
현충일 휴무
수
08:30 - 19:00
목
08:30 - 19:00",051-921-5633
조은피부과의원,피부과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간",051-335-6767
웰소아청소년과이비인후과의원,소아청소년과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-972-2846
플러스치과의원,치과,"금
09:30 - 18:00
12:30 - 14:30 휴게시간
토
09:30 - 12:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
12:30 - 14:30 휴게시간
화(6/6)
현충일 휴무
수
정기휴무 (매주 수요일)
목
09:30 - 18:00
12:30 - 14:30 휴게시간",051-335-7528
문하눈재활의학과의원,재활의학과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
14:00 - 18:00",051-343-1134
덕천어린이치과의원,치과,"금
09:30 - 18:00
13:00 - 14:00 휴게시간
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 18:00
13:00 - 14:00 휴게시간
목
09:30 - 18:00
13:00 - 14:00 휴게시간",0507-1362-2877
새봄치과의원,치과,"금
10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
토
10:00 - 14:00
13:30 접수마감
일
정기휴무 (매주 일요일)
월
10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
화(6/6)
현충일 휴무
수
10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감
목
10:00 - 19:00
13:00 - 14:00 휴게시간
18:30 접수마감",051-714-1875
덕천치과의원,치과,"금
09:00 - 18:30
12:30 - 13:30 휴게시간
토
09:00 - 14:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
12:30 - 13:30 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:30
12:30 - 13:30 휴게시간
목
09:00 - 18:30
12:30 - 13:30 휴게시간",051-313-6000
포도원항외과의원,"대장,항문과","금
09:00 - 19:00
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 19:00
화(6/6)
현충일09:00 - 13:00
수
09:00 - 19:00
목
09:00 - 19:00",051-362-7175
정민정형외과의원,정형외과,,051-332-0072
연세그린치과의원,치과,"금
09:30 - 19:00
13:00 - 14:00 휴게시간
토
09:30 - 14:00
일
정기휴무 (매주 일요일)
월
09:30 - 19:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:30 - 19:00
13:00 - 14:00 휴게시간
목
09:30 - 19:00
13:00 - 14:00 휴게시간",051-903-9760
설소영소아청소년과의원,소아청소년과,"금
09:30 - 18:00
토
09:30 - 13:00
일
정기휴무 (매주 일요일)
월
09:30 - 18:00
화(6/6)
현충일 휴무
수
09:30 - 13:00
목
09:30 - 18:00",051-338-1009
참좋은내과의원,내과,"금
08:30 - 18:00
13:00 - 14:00 휴게시간
토
08:30 - 13:00
일
정기휴무 (매주 일요일)
월
08:30 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
08:30 - 18:00
13:00 - 14:00 휴게시간
목
08:30 - 18:00
13:00 - 14:00 휴게시간",051-332-1212
한빛가정의원,가정의학과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 12:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 18:00
13:00 - 14:00 휴게시간",051-337-8087
아름다운의원,피부과,"금
10:00 - 19:00
12:30 - 14:00 휴게시간
토
10:00 - 14:00
일
정기휴무 (매주 일요일)
월
10:00 - 19:00
12:30 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
14:00 - 19:00
목
10:00 - 19:00
12:30 - 14:00 휴게시간",0507-1393-0975
한마음외과의원,외과,"금
09:00 - 18:00
13:00 - 14:00 휴게시간
토
09:00 - 13:00
일
정기휴무 (매주 일요일)
월
09:00 - 18:00
13:00 - 14:00 휴게시간
화(6/6)
현충일 휴무
수
09:00 - 18:00
13:00 - 14:00 휴게시간
목
09:00 - 13:00",051-333-6222
미소를만드는치과의원,치과,"금
11:00 - 19:00
13:00 - 14:30 휴게시간
18:00 접수마감
토
10:30 - 14:00
13:00 접수마감
일
정기휴무 (매주 일요일)
월
11:00 - 19:00
13:00 - 14:30 휴게시간
18:00 접수마감
화(6/6)
현충일 휴무
수
11:00 - 19:00
13:00 - 14:30 휴게시간
18:00 접수마감
목
11:00 - 19:00
13:00 - 14:30 휴게시간
18:00 접수마감",051-334-7528
자연안에한의원 덕천,한의원,"금
09:30 - 21:00
13:00 - 14:00 휴게시간
20:30 접수마감
토
09:30 - 16:00
13:00 - 14:00 휴게시간
15:30 접수마감
일
09:30 - 16:00
13:00 - 14:00 휴게시간
15:30 접수마감
월
09:30 - 21:00
13:00 - 14:00 휴게시간
20:30 접수마감
화(6/6)
현충일10:00 - 17:00
수
09:30 - 21:00
13:00 - 14:00 휴게시간
20:30 접수마감
목
09:30 - 21:00
13:00 - 14:00 휴게시간
20:30 접수마감
접기",051-710-0889
바른정한의원,한의원,"금
09:30 - 19:00
13:00 - 14:00 휴게시간
12:30, 18:30 접수마감
토
09:30 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:30 - 20:00
19:30 접수마감
화
09:30 - 19:00
13:00 - 14:00 휴게시간
12:30, 18:30 접수마감
수
09:30 - 20:00
19:30 접수마감
목
09:30 - 19:00
13:00 - 14:00 휴게시간
12:30, 18:30 접수마감
접기",051-622-7975
이상철소아청소년과의원,소아청소년과,"금
09:00 - 18:30
18:00 접수마감
토
09:00 - 13:00
12:30 접수마감
일
정기휴무 (매주 일요일)
월
09:00 - 18:30
18:00 접수마감
화(6/6)
현충일 휴무
수
09:00 - 18:30
18:00 접수마감
목
09:00 - 18:30
18:00 접수마감",0507-1330-8147
